"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30011","Check search","chromium","Sat Dec 14 00:18:28 GMT 2024","broken","Sat Dec 14 00:18:58 GMT 2024","","search.spec.ts","",""
