"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30009","Check search","chromium","Wed Oct 30 00:17:29 GMT 2024","broken","Wed Oct 30 00:17:59 GMT 2024","","search.spec.ts","",""
