"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30010","Check search","chromium","Wed Dec 04 00:18:47 GMT 2024","broken","Wed Dec 04 00:19:17 GMT 2024","","search.spec.ts","",""
