"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30011","Check search","chromium","Wed Dec 11 00:18:47 GMT 2024","broken","Wed Dec 11 00:19:17 GMT 2024","","search.spec.ts","",""
