"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30012","Check search","chromium","Tue Nov 05 00:17:06 GMT 2024","broken","Tue Nov 05 00:17:36 GMT 2024","","search.spec.ts","",""
