"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7798","Check search","chromium","Fri Dec 20 00:16:28 GMT 2024","passed","Fri Dec 20 00:16:36 GMT 2024","","search.spec.ts","",""
