"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8526","Check search","chromium","Sun Nov 10 00:17:11 GMT 2024","passed","Sun Nov 10 00:17:20 GMT 2024","","search.spec.ts","",""
