"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6446","Check search","chromium","Tue Dec 24 00:17:08 GMT 2024","passed","Tue Dec 24 00:17:14 GMT 2024","","search.spec.ts","",""
