"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30011","Check search","chromium","Fri Nov 22 00:18:37 GMT 2024","broken","Fri Nov 22 00:19:07 GMT 2024","","search.spec.ts","",""
