"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 29 00:17:17 GMT 2024","Tue Oct 29 00:17:23 GMT 2024","6023","chromium","search.spec.ts","","","","Check search",""
