"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9068","Check search","chromium","Sun Nov 17 00:18:29 GMT 2024","passed","Sun Nov 17 00:18:38 GMT 2024","","search.spec.ts","",""
