"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8470","Check search","chromium","Wed Jan 08 00:16:29 GMT 2025","passed","Wed Jan 08 00:16:37 GMT 2025","","search.spec.ts","",""
