"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 08:16:07 GMT 2024","Mon Oct 28 08:16:17 GMT 2024","10069","chromium","search.spec.ts","","","","Check search",""
