"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8050","Check search","chromium","Thu Nov 14 00:16:15 GMT 2024","passed","Thu Nov 14 00:16:23 GMT 2024","","search.spec.ts","",""
