"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10213","Check search","chromium","Sun Dec 01 00:21:11 GMT 2024","passed","Sun Dec 01 00:21:22 GMT 2024","","search.spec.ts","",""
